index,stateId,typeId,stateName,itemName,ingredients,preparation
11,2,1,Arunachal Pradesh,Apong,"Rice or  millet or maize, Yeast or fermentation starter, Water","Start by soaking the chosen grains, which can be rice, millet, or maize, in water to soften them. Once softened, grind the grains into a coarse paste. Mix this paste with water to create a fermentable mixture. Add yeast or a fermentation starter, often obtained from previously fermented batches, to kickstart the fermentation process. Let the mixture ferment for several days, allowing the yeast to convert the sugars in the grains into alcohol. Throughout the fermentation period, stir the mixture occasionally to aid the process. Once fermentation is complete, strain the liquid to remove any solid particles, resulting in a clear, slightly effervescent rice beer ready for consumption."
12,2,1,Arunachal Pradesh,Momos,"All-purpose flour, minced meat (usually pork or chicken), onions, garlic, ginger, cilantro, soy sauce, salt, and oil.","Begin by preparing the dough using all-purpose flour, water, and a pinch of salt. Knead the dough until it's smooth and elastic, then cover and let it rest. Meanwhile, prepare the filling by mixing minced meat with finely chopped onions, garlic, ginger, cilantro, soy sauce, and salt in a bowl. Once the dough has rested, roll it out into thin circles. Place a spoonful of the filling in the center of each circle, then fold the dough over the filling, pleating the edges to seal. Steam the Momos in a steamer basket until cooked through, typically for about 8-10 minutes. Serve hot with a spicy dipping sauce, and enjoy this delicious and comforting dish!"
13,2,0,Arunachal Pradesh,Zan,"Millet flour,Water","Start by mixing millet flour with water in a pot or saucepan. Stir the mixture well to ensure there are no lumps. Place the pot over medium heat and bring the mixture to a boil, stirring constantly to prevent it from sticking to the bottom of the pot. Once it comes to a boil, reduce the heat to low and continue cooking, stirring occasionally, until the mixture thickens to a smooth consistency similar to porridge. Zan is typically served hot and can be enjoyed plain or with toppings such as sugar or milk."
14,2,1,Arunachal Pradesh,Thukpa,"Wheat noodles, mixed vegetables such as carrots, cabbage, and spinach, meat options like chicken, pork, or beef, onions, garlic, ginger, chili peppers, oil, salt, and water.","Start by heating oil in a pot over medium heat. Add chopped onions, garlic, ginger, and chili peppers, sautéing until fragrant. Then, add your choice of meat (chicken, pork, or beef) and cook until it's no longer pink. Next, toss in a mix of vegetables like carrots, cabbage, and spinach, allowing them to soften slightly. Pour in water and bring the mixture to a gentle boil. Season generously with salt. Finally, add wheat noodles to the pot, cooking them until tender yet firm. Serve hot, and enjoy this hearty and aromatic noodle soup."
15,2,0,Arunachal Pradesh,Gyapa Khazi,"Tender bamboo shoots, succulent pork, fiery chili peppers, pungent ginger, aromatic garlic, a pinch of salt for seasoning, and oil for cooking.","Begin by heating oil in a pan over medium heat. Add chopped onions, garlic, and ginger, sautéing until they turn golden brown and fragrant. Next, add sliced bamboo shoots and cook them until they are tender. Then, add diced pork pieces and continue cooking until they are cooked through and golden brown. Season the mixture with salt and crushed chili peppers according to taste. Finally, add a splash of water to create a flavorful sauce and let it simmer for a few minutes until the flavors meld together. Serve hot with steamed rice, and enjoy this delicious and aromatic pork and bamboo shoot curry."
16,2,1,Arunachal Pradesh,Pehak,"Pork, bamboo shoots, and salt.","Begin with marinating the pork with salt, infusing it with flavor and allowing it to cure. Next, the pork is carefully smoked, either over an open fire or in a smokehouse, imparting a rich and smoky essence that elevates its taste to new heights. Meanwhile, bamboo shoots are prepared, often by slicing them thinly and then boiling them until they reach a tender consistency. Once both the smoked pork and bamboo shoots are ready, they are combined, allowing their distinct flavors to mingle harmoniously. Pehak is typically served alongside steamed rice, providing a deeply satisfying and flavorful meal."
17,2,0,Arunachal Pradesh,Poora Haah,"Duck, ginger, garlic, chili peppers, bamboo shoots, salt, and water. ","Begin by marinating the duck pieces with a blend of ginger, garlic, and chili peppers, infusing them with a tantalizing heat and fragrance. Next, slice bamboo shoots into thin pieces and add them to the marinated duck, enhancing the dish with their unique crunch and earthy flavor. Then, in a pot, combine the marinated duck and bamboo shoots with water, allowing them to simmer gently until the duck becomes tender and succulent, and the flavors meld together to perfection. Finally, season the dish with salt to taste, balancing the flavors and bringing out the natural richness of the duck and bamboo shoots. Poora Haah is typically served hot with steamed rice."
18,2,0,Arunachal Pradesh,Chura Sabji,"Flattened rice (chura), potatoes, onions, tomatoes, green peas, ginger, garlic, chili peppers, mustard oil, an assortment of spices including turmeric, cumin, and coriander, and salt.","Start by soaking the flattened rice in water until it softens, then drain and set aside. In a pan, heat mustard oil and sauté finely chopped onions, ginger, garlic, and chili peppers until they turn golden brown and fragrant. Add diced potatoes and cook until they are tender, then incorporate chopped tomatoes and cook until they break down and form a thick gravy. Next, add green peas and any other vegetables of choice, along with the soaked flattened rice. Season the mixture generously with turmeric, cumin, coriander, and salt, stirring well to combine all the ingredients evenly. Let the mixture simmer gently until the flavors meld together and the vegetables are cooked to perfection. Serve Chura Sabji hot, garnished with fresh cilantro leaves, and accompanied by steamed rice."
19,2,1,Arunachal Pradesh,Bamboo Shoot Fry,"Bamboo shoots, garlic, ginger, chili peppers, salt, and oil.","Start by slicing the bamboo shoots thinly and ensuring they are properly cleaned. Then, heat oil in a pan and add finely chopped garlic, ginger, and chili peppers, allowing them to infuse the oil with their aromatic essence. Once the spices are fragrant, add the sliced bamboo shoots to the pan and stir-fry them until they are tender yet retain a slight crunch. Season the dish with salt according to taste preferences. The result is a delectable and aromatic stir-fry that showcases the unique flavor of bamboo shoots combined with the pungent kick of garlic, ginger, and chili peppers. Serve Bamboo Shoot Fry as a flavorful side dish alongside rice or as a tasty addition to any meal."
20,2,0,Arunachal Pradesh,Marua,Finger millet (ragi) and water.,"Start by grinding the finger millet into a fine powder. Then, in a pot, mix the ground finger millet with water to form a thick, creamy porridge-like consistency. Cook the mixture over medium heat, stirring continuously to prevent lumps from forming, until it reaches the desired thickness. Marua can be served hot as is or sweetened with sugar or jaggery according to taste preferences."
21,3,1,Assam,Masor Tenga,"Fish (usually freshwater fish like rohu or catla), tomatoes, green chili peppers, mustard oil, fenugreek seeds, turmeric powder, salt, water, coriander leaves.","Begin by marinating freshwater fish pieces, such as rohu or catla, with turmeric powder and salt. Meanwhile, heat mustard oil in a pan and sauté chopped tomatoes and slit green chilies until soft. Add the marinated fish to the pan along with water, allowing it to gently simmer until cooked through. Then, infuse the curry with sourness using either lemon juice or tamarind pulp, adjusting to taste. For an extra layer of flavor, consider tempering mustard seeds, dried red chilies, fenugreek seeds, and curry leaves in mustard oil before drizzling over the curry. Serve hot alongside steamed rice."
22,3,1,Assam,Aloo Pitika,"Four medium-sized potatoes, boiled and peeled, then mashed until smooth. Additionally, finely chop one onion and 2-3 green chilies, and gather 2 tablespoons of mustard oil and salt to taste.","Begin by boiling and peeling four medium-sized potatoes until tender, then allow them to cool. Once cooled, mash the potatoes in a bowl until smooth, leaving some small lumps for texture if desired. Next, add finely chopped onions, green chilies, two tablespoons of mustard oil, and salt to taste to the mashed potatoes, ensuring all ingredients are thoroughly mixed. For added flavor, consider incorporating optional ingredients such as finely chopped fresh coriander leaves, a dash of lemon juice, roasted cumin powder, or red chili powder. Taste the mixture and adjust seasoning as needed before serving. Typically enjoyed at room temperature or slightly warm, Aloo Pitika pairs wonderfully with rice, dal, or any main course."
23,3,1,Assam,Assam Tea,"Assam tea leaves, fresh water, and optionally, milk and sugar.","Start by boiling fresh, filtered water in a kettle until it reaches a rolling boil, aiming for around 90-95°C (195-205°F). Measure out the desired amount of Assam tea leaves, typically around 1 teaspoon per cup of water, and place them into a teapot or mug. Pour the hot water over the tea leaves, ensuring they are fully submerged, and cover the vessel to let the tea steep for 3 to 5 minutes, depending on your preference for strength. After steeping, strain the tea leaves using a tea strainer or remove the infuser if using a teapot with an infuser. Optionally, add a splash of milk and sugar to taste, stirring well to combine."
24,3,0,Assam,Khar,"Raw papaya, pulses, and various vegetables to achieve its distinctive taste.","Start by soaking a handful of pulses such as chickpeas or black gram overnight. The next day, grind the soaked pulses into a coarse paste. Then, peel and chop a raw papaya into small pieces. In a pot, combine the ground pulses with the chopped papaya, along with any other vegetables of your choice such as pumpkin or bottle gourd. Add water and bring the mixture to a boil. Once boiling, reduce the heat and let it simmer until the vegetables are tender. In a separate pan, heat mustard oil and add fenugreek seeds, dry red chilies, and garlic. Once the spices release their aroma, add them to the simmering pot along with salt to taste. Let the Khar simmer for a few more minutes to allow the flavors to meld together. Serve Khar hot with steamed rice."
25,3,0,Assam,Omita Khar,"Fermented bamboo shoots, Mustard oil, Fenugreek seeds, Dry red chilies, Garlic cloves, Salt","Begin by soaking fermented bamboo shoots in water for several hours to reduce their bitterness. After soaking, drain and rinse the bamboo shoots thoroughly. Next, finely chop the bamboo shoots and set them aside. In a pot, heat mustard oil and add fenugreek seeds, dry red chilies, and garlic cloves to temper the oil. Once the spices are aromatic, add the chopped bamboo shoots to the pot and sauté for a few minutes. Then, add water and bring the mixture to a gentle boil. Allow the bamboo shoots to simmer until they are tender and cooked through. Finally, season the Omita Khar with salt to taste and serve hot with steamed rice."
26,3,1,Assam,Pitha,"Rice flour, jaggery (or sugar), grated coconut, cardamom powder, salt, water, and sometimes milk.","Begin by mixing the rice flour with water to make a smooth batter. Add a pinch of salt to enhance the flavor. In a separate pan, melt the jaggery or sugar with a little water to make a syrupy consistency. Mix in grated coconut and cardamom powder to this syrup for a sweet and aromatic filling. Now, take small portions of the rice flour batter and flatten them into discs. Place a spoonful of the sweet coconut mixture in the center of each disc and fold the edges to seal it, giving it a crescent or cylindrical shape. Finally, steam the pitha until they are cooked through. Once done, serve them warm for a delightful treat that perfectly balances sweetness and flavor."
27,3,1,Assam,Bengena Pitika,"Eggplant (preferably small ones), mustard oil, green chilies, onions, coriander leaves, salt, and optionally roasted or fried fish.","Start by roasting the eggplants directly over a flame or in a preheated oven until the skin is charred and the flesh is soft. Let them cool, then peel off the charred skin and mash the flesh in a bowl. Next, finely chop green chilies, onions, and coriander leaves. Mix them into the mashed eggplant along with a generous amount of mustard oil and salt to taste. Optionally, you can add pieces of roasted or fried fish to enhance the flavor. Once all the ingredients are well combined, Bengena Pitika is ready to serve. It pairs excellently with steamed rice and is often enjoyed as a side dish or accompaniment to a traditional Assamese meal."
28,3,0,Assam,Xokota Diya Mangxo,"Tender pieces of meat (usually pork or chicken), mustard greens (xokot), mustard oil, minced garlic, grated ginger, sliced green chilies, turmeric powder, and salt.","Start by heating mustard oil in a pan and sautéing minced garlic, grated ginger, and sliced green chilies until fragrant. Then, add the meat pieces, typically pork or chicken, and cook them until they brown and release their juices. Season with turmeric powder and salt before covering the pan to let the meat cook until tender. Once the meat is almost done, add finely chopped mustard greens to the pan and cook until they wilt and blend into the dish. Adjust the seasoning if necessary and serve this flavorful Xokota Diya Mangxo hot, accompanied by steamed rice or Assamese rice cakes."
29,3,0,Assam,Khorikaa,"Tender pieces of meat, such as pork, chicken, or fish, which are marinated in a mixture of mustard oil, garlic paste, ginger paste, finely chopped green chilies, turmeric powder, salt, and optionally, a blend of spices like cumin powder, coriander powder, and red chili powder.","Start by marinating tender meat pieces—commonly pork, chicken, or fish—in a flavorful blend of mustard oil, garlic paste, ginger paste, finely chopped green chilies, turmeric powder, salt, and optional spices like cumin powder, coriander powder, or red chili powder. Allow the meat to soak up the vibrant flavors for at least 1-2 hours, or ideally overnight in the refrigerator. Once marinated, thread the meat onto skewers and grill them over medium-high heat until they're cooked through and charred on the outside, typically taking around 10-15 minutes. Serve the succulent Khorikaa hot, garnished with fresh coriander leaves and lemon wedges, alongside rice, flatbreads, or chutneys."
30,3,0,Assam,Pura,"Tender meat pieces such as pork, chicken, or fish, mustard oil, garlic paste, ginger paste, finely chopped green chilies, turmeric powder, salt, and optional spices like cumin powder, coriander powder, or red chili powder. ","Begin by marinating tender meat pieces—such as pork, chicken, or fish—in a mixture of mustard oil, garlic paste, ginger paste, finely chopped green chilies, turmeric powder, salt, and optional spices like cumin powder, coriander powder, or red chili powder. Ensure the meat is thoroughly coated and let it marinate for at least 1-2 hours, or preferably overnight in the refrigerator. Once marinated, thread the meat onto skewers and grill over medium-high heat until cooked through and charred, typically taking around 10-15 minutes. Serve hot, garnished with fresh coriander leaves, and accompanied by rice, flatbreads, or chutneys."
31,4,1,Bihar,Litti Chokha,"Wheat flour, sattu (roasted gram flour), onions, green chilies, ginger, garlic, mustard oil, ajwain (carom seeds), garam masala, amchur (dried mango powder), salt, tomatoes, eggplants, potatoes, and coriander leaves.","Start by making the dough using whole wheat flour, salt, ajwain (carom seeds), and water. For the stuffing, roast sattu with chopped onions, green chilies, ginger, garlic, mustard oil, ajwain, garam masala, amchur, and salt. Form small balls of the dough and stuff them with the sattu mixture. Then, bake or roast the stuffed balls until they turn golden brown. For the chokha, roast or boil tomatoes, eggplants, and potatoes, and mash them together with chopped onions, green chilies, garlic, mustard oil, salt, and coriander leaves. Serve the litti with chokha and a dollop of ghee."
32,4,1,Bihar,Sattu Paratha,"Whole wheat flour, sattu (roasted gram flour), onions, green chilies, ginger, garlic, ajwain (carom seeds), salt, garam masala, amchur (dried mango powder), and ghee.","Mix roasted gram flour (sattu) with finely chopped onions, green chilies, coriander leaves, and spices. Stuff this mixture into wheat dough balls, then roll out the stuffed dough into parathas. Cook the parathas on a hot griddle with ghee until they turn golden brown."
33,4,1,Bihar,Chana Ghugni,"Dried yellow peas (chana), onions, tomatoes, ginger, garlic, green chilies, turmeric powder, red chili powder, garam masala, salt, coriander leaves, and mustard oil.","Boil soaked black chickpeas until tender. Sauté the boiled chickpeas with onions, tomatoes, ginger, garlic, and spices until the flavors meld and the mixture thickens slightly."
34,4,1,Bihar,Bihari Kebabs,"Minced meat (usually mutton or chicken), onions, green chilies, ginger-garlic paste, coriander leaves, gram flour, garam masala, cumin powder, coriander powder, red chili powder, turmeric powder, salt, and oil for frying.",Marinate minced meat with spices. Shape the marinated meat into patties or skewers. Grill or fry the kebabs until they are cooked through.
35,4,0,Bihar,Dal Pitha,"Rice flour, yellow lentils (arhar dal), ginger, green chilies, cumin seeds, mustard seeds, asafoetida, salt, and water.","Make a dough of rice flour. Stuff the dough with a mixture of spiced lentils. Shape the mixture into dumplings, then steam the dumplings until they are fully cooked."
36,4,0,Bihar,Khaja,"All-purpose flour, ghee, sugar, water, and oil for frying.","Create layers of refined flour dough. Fry the layers until they turn crispy, then soak them in sugar syrup until they absorb the sweetness."
37,4,1,Bihar,Makhana Kheer,"Makhana (fox nuts), milk, sugar, cardamom powder, saffron strands, chopped nuts (such as almonds, cashews, and pistachios), and ghee.",Simmer foxnuts (makhana) in milk until they become soft. Sweeten the mixture with sugar and add cardamom and nuts for flavor.
38,4,0,Bihar,Ghugni Choora,"Dried yellow peas (choora), onions, tomatoes, ginger, garlic, green chilies, turmeric powder, red chili powder, garam masala, salt, coriander leaves, and mustard oil.",Mix boiled black chickpeas with flattened rice (choora). Temper the mixture with spices and garnish it with fresh cilantro.
39,4,0,Bihar,Maitha,"Flour (maida), sugar, ghee (clarified butter), and optionally flavored with cardamom powder or saffron.","Fry wheat flour dough balls until they become golden brown. Then, soak the fried balls in sugar syrup until they absorb the syrup completely."
40,4,0,Bihar,Postaa-dana Kaa Halwaa,"Poppy seeds (postaa-dana), ghee, sugar, milk, cardamom powder, chopped nuts (such as almonds, cashews, and pistachios), and saffron strands.",Roast poppy seeds in ghee until they release their aroma. Cook the roasted poppy seeds with sugar syrup until the mixture achieves a halwa-like consistency.
41,5,1,Chattisgarh,Farra,"Rice flour, chana dal (split chickpeas), spices such as cumin seeds, turmeric powder, red chili powder, and mustard oil.","Make a dough using rice flour, kneaded with water and spices. Shape the dough into elongated cylindrical rolls and steam them until cooked. Once cooked, slice them and optionally fry for a crispy texture."
42,5,1,Chattisgarh,Chousera,"Gram flour (besan), yogurt, spices such as cumin seeds, mustard seeds, turmeric powder, green chilies, and coriander leaves.","Soak black gram dal and rice overnight. Grind them into a smooth batter, adding spices and salt. Pour ladlefuls of batter onto a hot griddle, spreading it into thin circles, and cook until golden brown on both sides."
43,5,0,Chattisgarh,Muthiya,"Chickpea flour (besan), fenugreek leaves (methi), turmeric powder, red chili powder, coriander powder, cumin seeds, and oil for frying.","Mix together grated bottle gourd (lauki), gram flour, wheat flour, and spices to form a firm dough. Shape the dough into cylindrical rolls and steam them until cooked. Once cooked, slice them and optionally temper with mustard seeds and curry leaves."
44,5,1,Chattisgarh,Bara,"Black gram dal (urad dal), ginger, green chilies, asafoetida, salt, and oil for frying.","Soak black gram dal overnight, then grind it into a smooth batter along with ginger, garlic, green chilies, and spices. Drop spoonfuls of batter into hot oil and deep fry until golden brown and crispy."
45,5,0,Chattisgarh,Chila,"Gram flour (besan), water, turmeric powder, chopped onions, green chilies, coriander leaves, and oil for cooking.","Prepare a batter using gram flour, water, and spices to a smooth pouring consistency. Heat a skillet, pour a ladleful of batter, and spread it thinly. Cook until both sides are golden brown and crispy."
46,5,1,Chattisgarh,Aamat,"Green mangoes, mustard seeds, fenugreek seeds, turmeric powder, red chili powder, salt, and mustard oil.","Cook split pigeon peas (arhar dal) until soft. Heat oil in a pan, add mustard seeds, cumin seeds, and dried red chilies. Once they splutter, add chopped tomatoes, green chilies, turmeric, and salt. Cook until the tomatoes are soft and mashed. Add the cooked dal, mix well, and simmer until flavors meld."
47,5,1,Chattisgarh,Bore Baasi,"Black gram dal (urad dal), rice, fenugreek seeds, cumin seeds, and salt.","Mix together powdered urad dal, spices, and water to form a thick batter. Drop spoonfuls of batter into hot oil and deep fry until they puff up and turn golden brown."
48,5,0,Chattisgarh,Dehrori,"Rice flour, yogurt, spices like cumin seeds, green chilies, and mustard oil.","Soak rice and black gram dal overnight. Grind them into a smooth batter, adding spices and salt. Spread the batter thinly on banana leaves and cook on a griddle until crispy."
49,5,0,Chattisgarh,Chusela,"Flattened rice (poha), chopped onions, green chilies, mustard seeds, curry leaves, turmeric powder, and salt.","Make a batter using black gram dal, rice flour, spices, and water. Heat a griddle, pour a ladleful of batter, and spread it thinly. Cook until crispy on both sides."
50,5,0,Chattisgarh,Red Ant Chutney,"Red ants, green chilies, garlic, ginger, tamarind pulp, salt, and oil.","Collect red ants and their eggs, then clean them thoroughly. Grind them into a paste along with red chilies, garlic, ginger, tamarind pulp, and salt. Adjust the consistency with water if necessary. Optionally, temper the chutney with mustard seeds and curry leaves for added flavor."
